id,dataset,label,subtype,subject,body,style,sender_type,difficulty,ner_organizations,ner_people,ner_locations,ner_job_titles,ner_dates,ner_urls
JOB-00441,job_search,rejection,other_candidates,Recruitment update,"We were impressed by your background and appreciated the opportunity to learn more about you. At this stage, however, we have chosen to take the process in a different direction.",semi_automated,ats,medium,,,,,,
JOB-00442,job_search,acceptance_progression,second_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Customer Success Manager role.,semi_automated,company,medium,,,,Customer Success Manager,,
JOB-00443,job_search,application_notification,application_status_update,More opportunities for you,"Thank you for applying for Customer Success Manager. While your application is being reviewed, you may also be interested in other roles that match your profile at Silverline Systems.",semi_automated,company,medium,Silverline Systems,,,Customer Success Manager,,
JOB-00444,job_search,application_notification,recruiter_acknowledgement,More opportunities for you,"Thank you for applying for Project Coordinator. While your application is being reviewed, you may also be interested in other roles that match your profile at Redwood Solutions.

Best regards,
Olivia Garcia",semi_automated,hiring_manager,hard,Redwood Solutions,Olivia Garcia,,Project Coordinator,,
JOB-00445,job_search,application_notification,application_received,Your application has been submitted,Your application for Product Manager at Lighthouse Cloud was successfully submitted. This confirmation does not indicate a hiring decision. We appreciate your interest and will review your information.,human,company,easy,Lighthouse Cloud,,,Product Manager,,
JOB-00446,job_search,rejection,generic_automated_rejection,Update on your Financial Analyst application,"Thank you for applying for the Financial Analyst position at BluePeak Analytics. After careful consideration, we have decided not to move forward with your application at this time.",automated,hiring_manager,medium,BluePeak Analytics,,,Financial Analyst,,
JOB-00447,job_search,acceptance_progression,first_interview,Next step in your application,We are pleased to let you know that your application has progressed to the next stage. Please provide your availability for an interview with the hiring team.,automated,hiring_manager,medium,,,,,,
JOB-00448,job_search,rejection,post_final_interview,Your application with Oakridge Financial,We appreciate the time you invested in the recruitment process. We have decided to continue with other candidates whose experience more closely matches the current requirements.,semi_automated,hiring_manager,easy,Oakridge Financial,,,,,
JOB-00449,job_search,acceptance_progression,second_interview,Assessment invitation,We would like to invite you to complete the next stage of our selection process. The assessment will help the team evaluate your skills for the Sales Development Representative role.,human,recruiter,hard,,,,Sales Development Representative,,
JOB-00450,job_search,acceptance_progression,final_interview,We'd like to move forward,"Hello Sarah,

Thank you for speaking with us. The team enjoyed learning about your experience and would like to continue the conversation. We would like to arrange the next interview with you.

The interview team is based in Amsterdam.",semi_automated,recruiter,easy,,,Amsterdam,,,
JOB-00451,job_search,application_notification,thank_you_for_applying,Thanks for applying to Northstar Technologies,We appreciate your interest in the Project Coordinator opportunity. Your application is now with our recruitment team. You do not need to take any further action at this time.,human,hiring_manager,easy,Northstar Technologies,,,Project Coordinator,,
